Date,Country,Product,Revenue,Cost,Profit, Percent Target ,Pipeline
2017-04-18,Brazil,vucoo,227349,147776.85,79572.15,3,703240
2017-04-19,Brazil,aeox,192480,125112,67368,26,289993
2017-04-20,Brazil,aeox,451886,293725.9,158160.1,10,714697
2017-04-21,Brazil,apiera,437633,284461.45,153171.55,4,196064
2017-04-22,Brazil,rezota,315693,205200.45,110492.55,9,505816
2017-04-23,Brazil,adoriva,42340,27521,14819,15,753042
2017-04-24,Brazil,apiera,26892,17479.8,9412.2,3,312807
2017-04-25,Brazil,aeox,448321,291408.65,156912.35,89,885538
2017-04-26,Brazil,apiera,299326,194561.9,104764.1,74,174200
2017-04-27,Brazil,rezota,220482,143313.3,77168.7,57,928077
2017-04-28,Brazil,vucoo,215793,140265.45,75527.55,85,355390
2017-04-29,Brazil,adoriva,387223,251694.95,135528.05,93,907673
2017-04-30,Brazil,adoriva,388142,252292.3,135849.7,86,984406
2017-05-01,Brazil,vucoo,377012,245057.8,131954.2,83,572224
2017-05-02,Brazil,rezota,44072,28646.8,15425.2,60,781370
2017-05-03,Brazil,adoriva,354283,230283.95,123999.05,72,427024
2017-05-04,Brazil,aeox,368732,239675.8,129056.2,50,475867
2017-05-05,Brazil,adoriva,112019,72812.35,39206.65,39,471659
2017-05-06,Brazil,vucoo,244934,159207.1,85726.9,68,989456
2017-05-07,Brazil,apiera,439747,285835.55,153911.45,35,881570
2017-05-08,Brazil,neutratronic,148807,96724.55,52082.45,14,218097
2017-05-09,Brazil,neutratronic,444835,289142.75,155692.25,61,588817
2017-05-10,Brazil,apiera,458190,297823.5,160366.5,42,566208
2017-05-11,Brazil,aeox,223937,145559.05,78377.95,98,258379
2017-05-12,Brazil,vucoo,125113,81323.45,43789.55,93,162149
2017-05-13,Brazil,rezota,338159,219803.35,118355.65,83,420886
2017-05-14,Brazil,apiera,266914,173494.1,93419.9,2,789968
2017-05-15,Brazil,rezota,488034,317222.1,170811.9,14,552017
2017-05-16,Brazil,neutratronic,8054,5235.1,2818.9,5,508402
2017-05-17,Brazil,vucoo,177334,115267.1,62066.9,41,971952
2017-05-18,Brazil,aeox,143234,93102.1,50131.9,14,663266
2017-05-19,Brazil,apiera,234733,152576.45,82156.55,52,859756
2017-05-20,Brazil,aeox,431419,280422.35,150996.65,58,353122
2017-05-21,Brazil,adoriva,351284,228334.6,122949.4,42,314615
2017-05-22,Brazil,apiera,352278,228980.7,123297.3,83,274459
2017-05-23,Brazil,adoriva,148287,96386.55,51900.45,74,647796
2017-05-24,Brazil,apiera,233387,151701.55,81685.45,15,621097
2017-05-25,Brazil,vucoo,271630,176559.5,95070.5,59,980052
2017-05-26,Brazil,neutratronic,340507,221329.55,119177.45,72,164286
2017-05-27,Brazil,rezota,353495,229771.75,123723.25,55,428682
2017-05-28,Brazil,neutratronic,272272,176976.8,95295.2,90,126863
2017-05-29,Brazil,aeox,286813,186428.45,100384.55,81,989884
2017-05-30,Brazil,rezota,192190,124923.5,67266.5,98,822188
2017-05-31,Brazil,vucoo,360142,234092.3,126049.7,91,471961
2017-06-01,Brazil,aeox,52219,33942.35,18276.65,38,144728
2017-06-02,Brazil,rezota,388640,252616,136024,99,351912
2017-06-03,Brazil,rezota,63212,41087.8,22124.2,1,199749
2017-06-04,Brazil,apiera,133660,86879,46781,90,494436
2017-06-05,Brazil,vucoo,185319,120457.35,64861.65,1,615208
2017-06-06,Brazil,rezota,10216,6640.4,3575.6,57,176907
2017-06-07,Brazil,apiera,6831,4440.15,2390.85,99,320596
2017-06-08,Brazil,apiera,480703,312456.95,168246.05,68,320780
2017-06-09,Brazil,vucoo,103688,67397.2,36290.8,45,224968
2017-06-10,Brazil,apiera,329662,214280.3,115381.7,66,634582
2017-06-11,Brazil,apiera,375722,244219.3,131502.7,1,315487
2017-06-12,Brazil,aeox,111075,72198.75,38876.25,40,709718
2017-06-13,Brazil,vucoo,407360,264784,142576,59,585700
2017-06-14,Brazil,apiera,332490,216118.5,116371.5,20,945467
2017-06-15,Brazil,vucoo,177546,115404.9,62141.1,31,918481
2017-06-16,Brazil,rezota,216599,140789.35,75809.65,35,370705
2017-06-17,Brazil,vucoo,456119,296477.35,159641.65,36,804468
2017-06-18,Brazil,neutratronic,455532,296095.8,159436.2,10,531788
2017-06-19,Brazil,rezota,66412,43167.8,23244.2,92,189902
2017-06-20,Brazil,adoriva,14890,9678.5,5211.5,2,955413
2017-06-21,Brazil,rezota,148843,96747.95,52095.05,84,306300
2017-06-22,Brazil,rezota,250688,162947.2,87740.8,30,914047
2017-06-23,Brazil,apiera,94625,61506.25,33118.75,78,526548
2017-06-24,Brazil,rezota,320757,208492.05,112264.95,68,572793
2017-06-25,Brazil,aeox,26588,17282.2,9305.8,97,111988
2017-06-26,Brazil,apiera,221481,143962.65,77518.35,70,521396
2017-06-27,Brazil,neutratronic,331329,215363.85,115965.15,100,604684
2017-06-28,Brazil,adoriva,116278,75580.7,40697.3,30,662765
2017-06-29,Brazil,apiera,168532,109545.8,58986.2,4,236319
2017-06-30,Brazil,adoriva,49571,32221.15,17349.85,74,481369
2017-07-01,Brazil,neutratronic,284205,184733.25,99471.75,68,281202
2017-07-02,Brazil,neutratronic,186552,121258.8,65293.2,89,540517
2017-07-03,Brazil,adoriva,297864,193611.6,104252.4,90,669617
2017-07-04,Brazil,neutratronic,49875,32418.75,17456.25,5,563443
2017-07-05,Brazil,aeox,184883,120173.95,64709.05,78,764315
2017-07-06,Brazil,aeox,342970,222930.5,120039.5,31,708103
2017-07-07,Brazil,apiera,278348,180926.2,97421.8,81,773225
2017-07-08,Brazil,vucoo,157993,102695.45,55297.55,99,390571
2017-07-09,Brazil,aeox,153316,99655.4,53660.6,78,305001
2017-07-10,Brazil,adoriva,107865,70112.25,37752.75,68,216951
2017-07-11,Brazil,aeox,492686,320245.9,172440.1,35,179575
2017-07-12,Brazil,adoriva,2470,1605.5,864.5,17,808364
2017-07-13,Brazil,vucoo,282098,183363.7,98734.3,82,623162
2017-07-14,Brazil,aeox,123237,80104.05,43132.95,25,553165
2017-07-15,Brazil,neutratronic,99401,64610.65,34790.35,94,303704
2017-07-16,Brazil,aeox,108551,70558.15,37992.85,25,463652
2017-07-17,Brazil,adoriva,282146,183394.9,98751.1,10,839979
2017-07-18,Brazil,adoriva,304937,198209.05,106727.95,45,150262
2017-07-19,Brazil,vucoo,77902,50636.3,27265.7,84,319707
2017-07-20,Brazil,rezota,284847,185150.55,99696.45,93,935231
2017-07-21,Brazil,apiera,327140,212641,114499,18,137532
2017-07-22,Brazil,adoriva,5341,3471.65,1869.35,57,926352
2017-07-23,Brazil,rezota,404285,262785.25,141499.75,93,213322
2017-07-24,Brazil,vucoo,70466,45802.9,24663.1,90,456702
2017-07-25,Brazil,apiera,133827,86987.55,46839.45,56,568891
2017-07-26,Brazil,vucoo,223458,145247.7,78210.3,32,548267
2017-07-27,Brazil,rezota,29015,18859.75,10155.25,62,637445
2017-07-28,Brazil,aeox,179628,116758.2,62869.8,100,159452
2017-07-29,Brazil,neutratronic,345416,224520.4,120895.6,34,933642
2017-07-30,Brazil,aeox,439906,285938.9,153967.1,26,314678
2017-07-31,Brazil,apiera,177942,115662.3,62279.7,76,467061
2017-08-01,Brazil,aeox,321303,208846.95,112456.05,97,330365
2017-08-02,Brazil,aeox,482774,313803.1,168970.9,3,572613
2017-08-03,Brazil,aeox,311651,202573.15,109077.85,6,724011
2017-08-04,Brazil,aeox,166120,107978,58142,74,562120
2017-08-05,Brazil,vucoo,48574,31573.1,17000.9,23,267990
2017-08-06,Brazil,neutratronic,58606,38093.9,20512.1,82,646015
2017-08-07,Brazil,aeox,324640,211016,113624,93,103710
2017-08-08,Brazil,rezota,339409,220615.85,118793.15,19,926403
2017-08-09,Brazil,neutratronic,225222,146394.3,78827.7,33,970024
2017-08-10,Brazil,vucoo,135460,88049,47411,33,469780
2017-08-11,Brazil,aeox,262543,170652.95,91890.05,84,390599
2017-08-12,Brazil,adoriva,385139,250340.35,134798.65,57,356585
2017-08-13,Brazil,rezota,493073,320497.45,172575.55,62,842151
2017-08-14,Brazil,adoriva,56155,36500.75,19654.25,43,178375
2017-08-15,Brazil,neutratronic,425597,276638.05,148958.95,11,291204
2017-08-16,Brazil,aeox,484174,314713.1,169460.9,64,421172
2017-08-17,Brazil,vucoo,302667,196733.55,105933.45,3,646785
2017-08-18,Brazil,apiera,249123,161929.95,87193.05,41,819560
2017-08-19,Brazil,adoriva,312427,203077.55,109349.45,7,477609
2017-08-20,Brazil,neutratronic,143090,93008.5,50081.5,97,308530
2017-08-21,Brazil,adoriva,375677,244190.05,131486.95,26,667180
2017-08-22,Brazil,aeox,215128,139833.2,75294.8,47,396682
2017-08-23,Brazil,vucoo,105704,68707.6,36996.4,44,832991
2017-08-24,Brazil,aeox,61044,39678.6,21365.4,31,447292
2017-08-25,Brazil,rezota,127346,82774.9,44571.1,49,508748
2017-08-26,Brazil,apiera,336351,218628.15,117722.85,61,750847
2017-08-27,Brazil,aeox,443619,288352.35,155266.65,34,175481
2017-08-28,Brazil,vucoo,329021,213863.65,115157.35,7,662074
2017-08-29,Brazil,aeox,412294,267991.1,144302.9,58,672130
2017-08-30,Brazil,rezota,79378,51595.7,27782.3,6,683047
2017-08-31,Brazil,apiera,151707,98609.55,53097.45,82,371001
2017-09-01,Brazil,rezota,457631,297460.15,160170.85,5,178689
2017-09-02,Brazil,rezota,225867,146813.55,79053.45,0,181558
2017-09-03,Brazil,adoriva,250875,163068.75,87806.25,12,777795
2017-09-04,Brazil,rezota,289272,188026.8,101245.2,39,929533
2017-09-05,Brazil,aeox,172260,111969,60291,25,746210
2017-09-06,Brazil,neutratronic,310006,201503.9,108502.1,51,414103
2017-09-07,Brazil,aeox,439280,285532,153748,50,626900
2017-09-08,Brazil,rezota,80584,52379.6,28204.4,47,742070
2017-09-09,Brazil,neutratronic,200070,130045.5,70024.5,38,782611
2017-09-10,Brazil,aeox,19202,12481.3,6720.7,11,617617
2017-09-11,Brazil,aeox,26510,17231.5,9278.5,80,463703
2017-09-12,Brazil,apiera,170032,110520.8,59511.2,44,170732
2017-09-13,Brazil,vucoo,401109,260720.85,140388.15,33,451787
2017-09-14,Brazil,rezota,388313,252403.45,135909.55,0,848973
2017-09-15,Brazil,neutratronic,297732,193525.8,104206.2,99,839567
2017-09-16,Brazil,vucoo,34772,22601.8,12170.2,38,625548
2017-09-17,Brazil,apiera,436357,283632.05,152724.95,32,881198
2017-09-18,Brazil,vucoo,124028,80618.2,43409.8,41,424870
2017-09-19,Brazil,rezota,11255,7315.75,3939.25,50,242350
2017-09-20,Brazil,neutratronic,359283,233533.95,125749.05,55,389662
2017-09-21,Brazil,apiera,292416,190070.4,102345.6,60,374720
2017-09-22,Brazil,neutratronic,403928,262553.2,141374.8,1,296918
2017-09-23,Brazil,apiera,345549,224606.85,120942.15,73,676990
2017-09-24,Brazil,rezota,101580,66027,35553,54,302637
2017-09-25,Brazil,neutratronic,274184,178219.6,95964.4,6,280103
2017-09-26,Brazil,adoriva,71172,46261.8,24910.2,98,970577
2017-09-27,Brazil,apiera,171363,111385.95,59977.05,85,536396
2017-09-28,Brazil,aeox,286164,186006.6,100157.4,28,113282
2017-09-29,Brazil,apiera,384423,249874.95,134548.05,77,350168
2017-09-30,Brazil,adoriva,175452,114043.8,61408.2,51,821185
2017-10-01,Brazil,aeox,262809,170825.85,91983.15,10,594506
2017-10-02,Brazil,vucoo,413185,268570.25,144614.75,61,373592
2017-10-03,Brazil,aeox,361101,234715.65,126385.35,44,821629
2017-10-04,Brazil,aeox,52395,34056.75,18338.25,60,620556
2017-10-05,Brazil,aeox,438443,284987.95,153455.05,86,607824
2017-10-06,Brazil,rezota,253487,164766.55,88720.45,7,830719
2017-10-07,Brazil,apiera,173171,112561.15,60609.85,63,156527
2017-10-08,Brazil,adoriva,170123,110579.95,59543.05,70,961723
2017-10-09,Brazil,aeox,199645,129769.25,69875.75,27,984901
2017-10-10,Brazil,apiera,88242,57357.3,30884.7,19,584880
2017-10-11,Brazil,neutratronic,148717,96666.05,52050.95,86,337141
2017-10-12,Brazil,rezota,395841,257296.65,138544.35,26,323565
2017-10-13,Brazil,rezota,207259,134718.35,72540.65,55,252496
2017-10-14,Brazil,rezota,294889,191677.85,103211.15,43,827508
2017-10-15,Brazil,neutratronic,314858,204657.7,110200.3,39,641032
2017-10-16,Brazil,vucoo,315395,205006.75,110388.25,60,531883
2017-10-17,Brazil,neutratronic,123127,80032.55,43094.45,27,729293
2017-10-18,Brazil,aeox,189615,123249.75,66365.25,77,883872
2017-10-19,Brazil,rezota,291315,189354.75,101960.25,15,832708
2017-10-20,Brazil,rezota,95866,62312.9,33553.1,12,710666
2017-10-21,Brazil,adoriva,17827,11587.55,6239.45,38,994934
2017-10-22,Brazil,vucoo,324068,210644.2,113423.8,39,183638
2017-10-23,Brazil,aeox,249050,161882.5,87167.5,59,982329
2017-10-24,Brazil,aeox,188748,122686.2,66061.8,84,184838
2017-10-25,Brazil,aeox,171679,111591.35,60087.65,8,506354
2017-10-26,Brazil,neutratronic,364840,237146,127694,50,916934
2017-10-27,Brazil,aeox,481562,313015.3,168546.7,27,840253
2017-10-28,Brazil,neutratronic,303412,197217.8,106194.2,22,618614
2017-10-29,Brazil,neutratronic,69357,45082.05,24274.95,99,730907
2017-10-30,Brazil,apiera,331739,215630.35,116108.65,78,724990
2017-10-31,Brazil,vucoo,246366,160137.9,86228.1,31,688170
2017-11-01,Brazil,adoriva,460550,299357.5,161192.5,12,404509
2017-11-02,Brazil,aeox,244333,158816.45,85516.55,36,123975
2017-11-03,Brazil,apiera,321862,209210.3,112651.7,22,241452
2017-11-04,Brazil,vucoo,431796,280667.4,151128.6,19,962713
2017-11-05,Brazil,apiera,220967,143628.55,77338.45,51,816359
2017-11-06,Brazil,rezota,272314,177004.1,95309.9,66,136984
2017-11-07,Brazil,rezota,248710,161661.5,87048.5,23,373281
2017-11-08,Brazil,rezota,281311,182852.15,98458.85,3,435676
2017-11-09,Brazil,vucoo,34150,22197.5,11952.5,14,607427
2017-11-10,Brazil,apiera,496965,323027.25,173937.75,25,976844
2017-11-11,Brazil,apiera,27744,18033.6,9710.4,36,858491
2017-11-12,Brazil,aeox,479854,311905.1,167948.9,35,597241
2017-11-13,Brazil,rezota,72434,47082.1,25351.9,73,265265
2017-11-14,Brazil,adoriva,445626,289656.9,155969.1,55,527255
2017-11-15,Brazil,apiera,105792,68764.8,37027.2,17,131692
2017-11-16,Brazil,apiera,104784,68109.6,36674.4,84,865882
2017-11-17,Brazil,aeox,254591,165484.15,89106.85,80,459792
2017-11-18,Brazil,adoriva,259190,168473.5,90716.5,42,199981
2017-11-19,Brazil,rezota,162774,105803.1,56970.9,52,394810
2017-11-20,Brazil,vucoo,45622,29654.3,15967.7,35,805284
2017-11-21,Brazil,rezota,396958,258022.7,138935.3,85,358636
2017-11-22,Brazil,aeox,278619,181102.35,97516.65,48,460496
2017-11-23,Brazil,adoriva,24515,15934.75,8580.25,41,755893
2017-11-24,Brazil,vucoo,13777,8955.05,4821.95,41,426799
2017-11-25,Brazil,rezota,6610,4296.5,2313.5,8,629058
2017-11-26,Brazil,vucoo,264262,171770.3,92491.7,0,723249
2017-11-27,Brazil,rezota,410112,266572.8,143539.2,76,689973
2017-11-28,Brazil,adoriva,490692,318949.8,171742.2,9,435511
2017-11-29,Brazil,vucoo,142663,92730.95,49932.05,24,800219
2017-11-30,Brazil,adoriva,169169,109959.85,59209.15,25,883268
2017-12-01,Brazil,neutratronic,134311,87302.15,47008.85,59,754053
2017-12-02,Brazil,aeox,383816,249480.4,134335.6,88,580777
2017-12-03,Brazil,aeox,117068,76094.2,40973.8,56,389759
2017-12-04,Brazil,vucoo,237318,154256.7,83061.3,75,718529
2017-12-05,Brazil,apiera,197951,128668.15,69282.85,14,147401
2017-12-06,Brazil,rezota,56170,36510.5,19659.5,76,804396
2017-12-07,Brazil,vucoo,59060,38389,20671,4,679461
2017-12-08,Brazil,aeox,106726,69371.9,37354.1,55,167970
2017-12-09,Brazil,rezota,135785,88260.25,47524.75,53,284809
2017-12-10,Brazil,apiera,221159,143753.35,77405.65,66,647410
2017-12-11,Brazil,apiera,401670,261085.5,140584.5,91,554094
2017-12-12,Brazil,adoriva,442495,287621.75,154873.25,13,139753
2017-12-13,Brazil,apiera,41346,26874.9,14471.1,12,486364
2017-12-14,Brazil,apiera,326914,212494.1,114419.9,99,790870
2017-12-15,Brazil,rezota,373634,242862.1,130771.9,72,466230
2017-12-16,Brazil,aeox,474436,308383.4,166052.6,23,590202
2017-12-17,Brazil,vucoo,55698,36203.7,19494.3,22,118945
2017-12-18,Brazil,aeox,92102,59866.3,32235.7,70,604185
2017-12-19,Brazil,aeox,149674,97288.1,52385.9,79,394211
2017-12-20,Brazil,apiera,255542,166102.3,89439.7,15,123315
2017-12-21,Brazil,adoriva,406701,264355.65,142345.35,99,662926
2017-12-22,Brazil,apiera,212369,138039.85,74329.15,91,936110
2017-12-23,Brazil,rezota,213424,138725.6,74698.4,53,210081
2017-12-24,Brazil,aeox,127207,82684.55,44522.45,23,957329
2017-12-25,Brazil,aeox,436367,283638.55,152728.45,54,506802
2017-12-26,Brazil,vucoo,259524,168690.6,90833.4,38,463404
2017-12-27,Brazil,neutratronic,114024,74115.6,39908.4,41,586277
2017-12-28,Brazil,vucoo,347039,225575.35,121463.65,8,952595
2017-12-29,Brazil,neutratronic,170943,111112.95,59830.05,42,233848
2017-12-30,Brazil,aeox,476614,309799.1,166814.9,37,373378
2017-12-31,Brazil,aeox,177820,115583,62237,43,830968
2017-01-01,China,aeox,145814,94779.1,51034.9,86,713744
2017-01-02,China,adoriva,76,49.4,26.6,22,326069
2017-01-03,China,vucoo,64297,41793.05,22503.95,52,505123
2017-01-04,China,rezota,55211,35887.15,19323.85,30,380632
2017-01-05,China,rezota,410975,267133.75,143841.25,34,714305
2017-01-06,China,apiera,475976,309384.4,166591.6,21,117588
2017-01-07,China,rezota,470029,305518.85,164510.15,80,114322
2017-01-08,China,vucoo,221696,144102.4,77593.6,27,323607
2017-01-09,China,rezota,295981,192387.65,103593.35,95,711051
2017-01-10,China,rezota,33643,21867.95,11775.05,19,978239
2017-01-11,China,adoriva,93029,60468.85,32560.15,42,870711
2017-01-12,China,rezota,399057,259387.05,139669.95,86,845563
2017-01-13,China,vucoo,57431,37330.15,20100.85,10,988344
2017-01-14,China,rezota,221964,144276.6,77687.4,0,731202
2017-01-15,China,adoriva,110768,71999.2,38768.8,91,344108
2017-01-16,China,neutratronic,373135,242537.75,130597.25,22,238072
2017-01-17,China,neutratronic,18022,11714.3,6307.7,42,535382
2017-01-18,China,neutratronic,127838,83094.7,44743.3,88,145083
2017-01-19,China,vucoo,383967,249578.55,134388.45,60,432218
2017-01-20,China,apiera,444824,289135.6,155688.4,53,235029
2017-01-21,China,neutratronic,125853,81804.45,44048.55,68,292420
2017-01-22,China,neutratronic,411012,267157.8,143854.2,43,180635
2017-01-23,China,apiera,131766,85647.9,46118.1,89,993061
2017-01-24,China,adoriva,206312,134102.8,72209.2,97,983224
2017-01-25,China,neutratronic,345083,224303.95,120779.05,47,287256
2017-01-26,China,neutratronic,289205,187983.25,101221.75,11,651747
2017-01-27,China,aeox,181454,117945.1,63508.9,15,161712
2017-01-28,China,aeox,101463,65950.95,35512.05,47,123935
2017-01-29,China,apiera,128728,83673.2,45054.8,65,839289
2017-01-30,China,aeox,337517,219386.05,118130.95,1,405155
2017-01-31,China,aeox,119586,77730.9,41855.1,14,900605
2017-02-01,China,adoriva,401070,260695.5,140374.5,6,982074
2017-02-02,China,aeox,308961,200824.65,108136.35,98,289632
2017-02-03,China,adoriva,181562,118015.3,63546.7,77,874236
2017-02-04,China,neutratronic,62663,40730.95,21932.05,21,846945
2017-02-05,China,adoriva,240427,156277.55,84149.45,13,359724
2017-02-06,China,aeox,261417,169921.05,91495.95,38,562648
2017-02-07,China,apiera,478651,311123.15,167527.85,59,704260
2017-02-08,China,vucoo,211479,137461.35,74017.65,79,894505
2017-02-09,China,neutratronic,322311,209502.15,112808.85,85,487870
2017-02-10,China,adoriva,256615,166799.75,89815.25,38,923393
2017-02-11,China,apiera,211232,137300.8,73931.2,28,502057
2017-02-12,China,rezota,278230,180849.5,97380.5,70,394714
2017-02-13,China,rezota,104833,68141.45,36691.55,62,683203
2017-02-14,China,adoriva,350034,227522.1,122511.9,90,525752
2017-02-15,China,adoriva,248300,161395,86905,42,492311
2017-02-16,China,apiera,421740,274131,147609,61,743775
2017-02-17,China,vucoo,293537,190799.05,102737.95,16,927604
2017-02-18,China,adoriva,223187,145071.55,78115.45,68,219468
2017-02-19,China,vucoo,482225,313446.25,168778.75,70,784484
2017-02-20,China,apiera,295743,192232.95,103510.05,19,307781
2017-02-21,China,aeox,348402,226461.3,121940.7,11,356504
2017-02-22,China,rezota,82339,53520.35,28818.65,13,802422
2017-02-23,China,neutratronic,360463,234300.95,126162.05,43,177965
2017-02-24,China,rezota,352046,228829.9,123216.1,47,284635
2017-02-25,China,adoriva,91170,59260.5,31909.5,13,217846
2017-02-26,China,vucoo,149513,97183.45,52329.55,50,477148
2017-02-27,China,vucoo,223085,145005.25,78079.75,84,674680
2017-02-28,China,vucoo,195769,127249.85,68519.15,14,694749
2017-03-01,China,rezota,151516,98485.4,53030.6,62,577260
2017-03-02,China,neutratronic,454866,295662.9,159203.1,72,587957
2017-03-03,China,adoriva,19630,12759.5,6870.5,25,109295
2017-03-04,China,vucoo,445012,289257.8,155754.2,52,698929
2017-03-05,China,adoriva,101946,66264.9,35681.1,27,928318
2017-03-06,China,aeox,1515,984.75,530.25,38,793944
2017-03-07,China,rezota,392031,254820.15,137210.85,96,426873
2017-03-08,China,aeox,471974,306783.1,165190.9,88,376694
2017-03-09,China,apiera,222350,144527.5,77822.5,34,400130
2017-03-10,China,adoriva,357230,232199.5,125030.5,62,384015
2017-03-11,China,adoriva,384851,250153.15,134697.85,37,264877
2017-03-12,China,aeox,447759,291043.35,156715.65,54,236132
2017-03-13,China,adoriva,163326,106161.9,57164.1,96,991728
2017-03-14,China,adoriva,234355,152330.75,82024.25,35,120320
2017-03-15,China,vucoo,31042,20177.3,10864.7,65,380898
2017-03-16,China,apiera,16376,10644.4,5731.6,69,183040
2017-03-17,China,adoriva,20605,13393.25,7211.75,13,936845
2017-03-18,China,adoriva,400290,260188.5,140101.5,63,987224
2017-03-19,China,adoriva,242377,157545.05,84831.95,86,413332
2017-03-20,China,vucoo,376650,244822.5,131827.5,89,580984
2017-03-21,China,apiera,463633,301361.45,162271.55,80,106388
2017-03-22,China,rezota,139561,90714.65,48846.35,97,580751
2017-03-23,China,aeox,483926,314551.9,169374.1,98,589256
2017-03-24,China,vucoo,2762,1795.3,966.7,48,644178
2017-03-25,China,aeox,331626,215556.9,116069.1,62,101572
2017-03-26,China,vucoo,276689,179847.85,96841.15,40,309257
2017-03-27,China,adoriva,18972,12331.8,6640.2,1,682706
2017-03-28,China,vucoo,356893,231980.45,124912.55,74,953198
2017-03-29,China,rezota,261519,169987.35,91531.65,44,961545
2017-03-30,China,vucoo,300896,195582.4,105313.6,80,628952
2017-03-31,China,adoriva,407451,264843.15,142607.85,41,664383
2017-04-01,China,aeox,226392,147154.8,79237.2,16,158678
2017-04-02,China,apiera,106914,69494.1,37419.9,40,302186
2017-04-03,China,apiera,186200,121030,65170,79,963115
2017-04-04,China,neutratronic,437682,284493.3,153188.7,89,120067
2017-04-05,China,apiera,479771,311851.15,167919.85,83,446945
2017-04-06,China,apiera,195392,127004.8,68387.2,84,483944
2017-04-07,China,apiera,175224,113895.6,61328.4,15,347118
2017-04-08,China,vucoo,245154,159350.1,85803.9,85,463418
2017-04-09,China,apiera,475329,308963.85,166365.15,62,411621
2017-04-10,China,vucoo,21283,13833.95,7449.05,100,146808
2017-04-11,China,adoriva,430273,279677.45,150595.55,68,812885
2017-04-12,China,neutratronic,110319,71707.35,38611.65,6,973193
2017-04-13,China,neutratronic,108467,70503.55,37963.45,69,960531
2017-04-14,China,apiera,39864,25911.6,13952.4,79,932560
2017-04-15,China,adoriva,1392,904.8,487.2,45,404912
2017-04-16,China,apiera,16537,10749.05,5787.95,99,453889
2017-04-17,China,aeox,207312,134752.8,72559.2,85,218104
2017-04-18,China,vucoo,211022,137164.3,73857.7,42,679853
2017-04-19,China,neutratronic,396135,257487.75,138647.25,36,775880
2017-04-20,China,neutratronic,41254,26815.1,14438.9,100,241315
2017-04-21,China,apiera,458529,298043.85,160485.15,73,760585
2017-04-22,China,rezota,188205,122333.25,65871.75,2,786985
2017-04-23,China,vucoo,378230,245849.5,132380.5,92,705731
2017-04-24,China,apiera,232486,151115.9,81370.1,57,900260
2017-04-25,China,neutratronic,132471,86106.15,46364.85,71,694512
2017-04-26,China,aeox,232551,151158.15,81392.85,54,717218
2017-04-27,China,aeox,388673,252637.45,136035.55,97,569822
2017-04-28,China,aeox,141827,92187.55,49639.45,59,417357
2017-04-29,China,neutratronic,334112,217172.8,116939.2,37,615393
2017-04-30,China,aeox,103313,67153.45,36159.55,53,808476
2017-05-01,China,vucoo,239287,155536.55,83750.45,36,402536
2017-05-02,China,apiera,381248,247811.2,133436.8,45,462102
2017-05-03,China,adoriva,67896,44132.4,23763.6,11,720799
2017-05-04,China,neutratronic,434756,282591.4,152164.6,70,556819
2017-05-05,China,neutratronic,358019,232712.35,125306.65,12,671355
2017-05-06,China,neutratronic,7544,4903.6,2640.4,36,130585
2017-05-07,China,neutratronic,19933,12956.45,6976.55,52,891794
2017-05-08,China,apiera,356760,231894,124866,87,337269
2017-05-09,China,neutratronic,57437,37334.05,20102.95,90,102399
2017-05-10,China,rezota,143535,93297.75,50237.25,43,994747
2017-05-11,China,aeox,192629,125208.85,67420.15,88,711324
2017-05-12,China,vucoo,306202,199031.3,107170.7,92,590614
2017-05-13,China,adoriva,249433,162131.45,87301.55,49,737499
2017-05-14,China,vucoo,401914,261244.1,140669.9,52,679165
2017-05-15,China,neutratronic,450020,292513,157507,6,217766
2017-05-16,China,rezota,291950,189767.5,102182.5,69,992951
2017-05-17,China,rezota,243621,158353.65,85267.35,49,279751
2017-05-18,China,aeox,94031,61120.15,32910.85,71,891778
2017-05-19,China,aeox,151657,98577.05,53079.95,44,243014
2017-05-20,China,vucoo,334129,217183.85,116945.15,23,441568
2017-05-21,China,apiera,173275,112628.75,60646.25,11,155368
2017-05-22,China,adoriva,39386,25600.9,13785.1,63,154048
2017-05-23,China,neutratronic,262669,170734.85,91934.15,72,899340
2017-05-24,China,neutratronic,93894,61031.1,32862.9,3,123633
2017-05-25,China,apiera,419347,272575.55,146771.45,90,120972
2017-05-26,China,apiera,441322,286859.3,154462.7,59,652353
2017-05-27,China,apiera,203787,132461.55,71325.45,73,441684
2017-05-28,China,adoriva,211883,137723.95,74159.05,95,450268
2017-05-29,China,adoriva,473291,307639.15,165651.85,85,384343
2017-05-30,China,adoriva,375643,244167.95,131475.05,51,204196
2017-05-31,China,aeox,452473,294107.45,158365.55,96,469529
2017-06-01,China,rezota,133498,86773.7,46724.3,81,323329
2017-06-02,China,adoriva,66049,42931.85,23117.15,76,259969
2017-06-03,China,adoriva,46252,30063.8,16188.2,10,921911
2017-06-04,China,vucoo,45825,29786.25,16038.75,85,683377
2017-06-05,China,aeox,179018,116361.7,62656.3,100,695696
2017-06-06,China,apiera,403881,262522.65,141358.35,21,282199
2017-06-07,China,vucoo,134212,87237.8,46974.2,30,200360
2017-06-08,China,adoriva,140857,91557.05,49299.95,75,549318
2017-06-09,China,adoriva,338434,219982.1,118451.9,0,997679
2017-06-10,China,vucoo,478522,311039.3,167482.7,49,494840
2017-06-11,China,vucoo,425969,276879.85,149089.15,75,460570
